ParentGlobalID,SiteCode,TotalAbundance,Richness,mayfly_abundance,perennial_PNW_abundance,perennial_PNW_taxa,perennial_PNW_live_abundance,perennial_NC_abundance,perennial_NC_taxa,perennial_NC_live_abundance,perennial_West_abundance,perennial_GP_abundance,perennial_East_abundance,perennial_AW_abundance,perennial_WM_abundance,perennial_NGP_abundance,perennial_SGP_abundance,perennial_NE_abundance,perennial_SE_abundance,perintper_West_abundance,perintper_East_abundance,perintper_AW_abundance,perintper_WM_abundance,perintper_SGP_abundance,perintper_SE_abundance,ephemeral_GP_abundance,ephemeral_East_abundance,ephemeral_NGP_abundance,ephemeral_SGP_abundance,ephemeral_NE_abundance,ephemeral_SE_abundance,ephinteph_GP_abundance,ephinteph_East_abundance,ephinteph_NGP_abundance,ephinteph_SGP_abundance,ephinteph_NE_abundance,ephinteph_SE_abundance,perennial_West_taxa,perennial_GP_taxa,perennial_East_taxa,perennial_AW_taxa,perennial_WM_taxa,perennial_NGP_taxa,perennial_SGP_taxa,perennial_NE_taxa,perennial_SE_taxa,perintper_West_taxa,perintper_East_taxa,perintper_AW_taxa,perintper_WM_taxa,perintper_SGP_taxa,perintper_SE_taxa,ephemeral_GP_taxa,ephemeral_East_taxa,ephemeral_NGP_taxa,ephemeral_SGP_taxa,ephemeral_NE_taxa,ephemeral_SE_taxa,ephinteph_GP_taxa,ephinteph_East_taxa,ephinteph_NGP_taxa,ephinteph_SGP_taxa,ephinteph_NE_taxa,ephinteph_SE_taxa,EPT_abundance,EPT_taxa,EPT_relabd,EPT_reltaxa,Ephemeroptera_abundance,Plecoptera_abundance,Trichoptera_abundance,Hemiptera_abundance,Coleoptera_abundance,Decapoda_abundance,Odonata_abundance,Basommatophora_abundance,OtherMacro_abundance,GOLD_abundance,GOLD_taxa,OCH_abundance,OCH_taxa,Noninsect_abundance,Noninsect_taxa,Noninsect_relabund,Noninsect_reltaxa,GOLD_relabd,GOLD_reltaxa,OCH_relabd,OCH_reltaxa,GOLDOCH_relabd,GOLDOCH_reltaxa,Crayfish_abundance,Crayfish_taxa,Mollusk_abundance,Mollusk_taxa,Bivalves_NonFG_Abundance,Clam_Fingernail_Abundance,TolRelAbund,TolRelAbundAlt,NonTolTaxa,NonTolTaxaAlt,TolTaxa,TolTaxaAlt,Region,Region_detail,perennial_ISA_abundance,perintper_ISA_abundance,ephemeral_ISA_abundance,ephinteph_ISA_abundance,perennial_ISA_taxa,perintper_ISA_taxa,ephemeral_ISA_taxa,ephinteph_ISA_taxa,perennial_ISAsubregion_abundance,perintper_ISAsubregion_abundance,ephemeral_ISAsubregion_abundance,ephinteph_ISAsubregion_abundance,perennial_ISAsubregion_taxa,perintper_ISAsubregion_taxa,ephemeral_ISAsubregion_taxa,ephinteph_ISAsubregion_taxa
1191f3c4-04ab-471b-bb43-338efc488f76,MSSE8806_B,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,5,3,6,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,1,3,1,1,1,0,0,0,0,0,0,0,4,3,0,0,2,2,4,2,7,3,2,1,0.18181818181818182,0.2,0.36363636363636365,0.4,0.6363636363636364,0.6,1,1,0,0,2,1,0,0,0.45454545454545453,0.36363636363636365,2,3,3,2,East,SE,0,0,NA,3,0,0,NA,1,0,0,NA,3,0,0,NA,1
11953031-9d98-48b5-9e74-3cc76362053c,KSCB17,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,8,0,1,0,11,5,19,6,6,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,2,1,3,1,2,1,0,0,0,0,0,0,0,8,5,0,0,6,11,7,2,13,2,17,3,0.5666666666666667,0.6,0.23333333333333334,0.4,0.43333333333333335,0.4,0.6666666666666666,0.8,0,0,6,1,0,0,0.5,0.5666666666666667,2,2,3,3,GP,GP_C,0,NA,0,11,0,NA,0,2,0,NA,NA,19,0,NA,NA,3
11b1aff4-40c8-46e3-889b-3ae6f36b0523,OKSE9162_B,21,6,0,1,1,1,11,2,11,0,0,1,0,0,0,0,0,0,10,16,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,3,0.7619047619047619,0.5,0,16,0,0,0,0,0,0,5,1,1,0,0,3,1,0.14285714285714285,0.16666666666666666,0.047619047619047616,0.16666666666666666,0,0,0.047619047619047616,0.16666666666666666,0,0,0,0,0,0,0.19047619047619047,0.19047619047619047,4,4,2,2,East,SE,1,16,NA,3,1,3,NA,1,0,0,NA,3,0,0,NA,1
11f74cde-867d-42ac-980a-0c68a9948e55,LASE9999_B,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,4,1,10,1,0.7142857142857143,0.5,0,0,0.2857142857142857,0.5,0.2857142857142857,0.5,0,0,0,0,0,0,0.7142857142857143,0.7142857142857143,1,1,1,1,East,SE,0,0,NA,14,0,0,NA,2,0,0,NA,14,0,0,NA,2
121177ec-2d8b-4d37-8cc4-d9c1c790f821,VTNE8647_B,28,8,4,0,0,0,11,4,11,0,0,0,0,0,0,0,0,0,18,16,4,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0.6071428571428571,0.75,4,6,7,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0.35714285714285715,0.125,0,0,0.35714285714285715,0.125,0,0,0,0,0,0,0,0,8,8,0,0,East,NE,0,16,NA,0,0,3,NA,0,0,NA,NA,0,0,NA,NA,0
121abca5-fb2d-4ef7-9cb3-220a9a642c53,MENE4961_V,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,East,NE,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0
121c5a0f-d719-4904-932a-faf095cde546,TXSB29,46,8,10,5,3,5,15,4,15,1,0,2,1,1,1,3,2,2,21,2,11,21,3,12,0,0,0,0,0,0,1,11,1,0,1,11,1,0,2,1,1,1,1,2,2,3,2,2,3,1,3,0,0,0,0,0,0,1,2,1,0,1,2,12,3,0.2608695652173913,0.375,10,0,2,0,4,0,0,0,30,10,1,4,2,20,2,0.43478260869565216,0.25,0.21739130434782608,0.125,0.08695652173913043,0.25,0.30434782608695654,0.375,0,0,0,0,0,0,0.6521739130434783,0.6521739130434783,5,5,3,3,GP,GP_S,0,NA,0,1,0,NA,0,1,3,3,0,0,1,1,0,0
12310326-c079-40e1-88be-93df79d186d8,LASE9446_B,19,5,1,1,1,1,2,2,2,1,0,1,1,1,0,0,1,1,11,1,3,11,0,1,0,0,0,0,0,0,0,10,0,0,0,10,1,0,1,1,1,0,0,1,1,2,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0.10526315789473684,0.4,1,0,1,0,0,0,0,0,17,7,2,0,0,10,1,0.5263157894736842,0.2,0.3684210526315789,0.4,0,0,0.3684210526315789,0.4,0,0,0,0,0,0,0.7894736842105263,0.7894736842105263,3,3,2,2,East,SE,1,1,NA,10,1,1,NA,1,1,1,NA,10,1,1,NA,1
126a8ddc-11fa-4c49-9d0b-42535e526615,PRSE9543_B,7,1,7,0,0,0,7,1,7,7,0,0,7,7,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,CB,CB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126cfe62-0749-4217-b172-f4ff43ca1a80,SDUB120,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,0,0,10,1,0.7692307692307693,0.3333333333333333,0.23076923076923078,0.6666666666666666,0,0,0.23076923076923078,0.6666666666666666,0,0,0,0,0,0,0.8461538461538461,0.8461538461538461,1,1,2,2,GP,GP_U,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0
12941408-d2e8-4c72-8428-cdf60e3487c8,GASE9181_B,5,3,3,2,1,2,5,3,5,4,4,4,4,2,2,0,2,4,5,4,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,2,3,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,East,SE,4,4,NA,0,2,2,NA,0,4,5,NA,0,2,3,NA,0
129a41fd-c73e-414d-a354-f7d21211bb3e,OHNE8437_B,16,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,2,12,0,0,0,0,0,0,2,0,2,0,2,2,2,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,3,0,0,14,3,0.875,0.75,0.375,0.75,0,0,0.375,0.75,0,0,2,1,0,0,0.875,0.875,1,1,3,3,East,NE,0,0,NA,0,0,0,NA,0,0,NA,NA,2,0,NA,NA,1
12c2173a-47f3-4150-891b-9853e73d095c,NMSB3,26,7,5,3,1,3,8,2,8,0,0,3,0,0,0,0,0,0,2,3,0,1,2,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,1,0,2,1,0,0,5,1,0.19230769230769232,0.14285714285714285,5,0,0,1,0,0,2,1,17,5,2,3,2,11,2,0.4230769230769231,0.2857142857142857,0.19230769230769232,0.2857142857142857,0.11538461538461539,0.2857142857142857,0.3076923076923077,0.5714285714285714,0,0,11,2,10,0,0.3076923076923077,0.19230769230769232,3,5,4,2,GP,GP_S,0,NA,0,1,0,NA,0,1,0,2,0,1,0,1,0,1
12c86022-a74e-4c02-b93e-a5a0477568ec,COCB122,27,5,9,1,1,1,10,2,10,1,0,1,1,1,1,0,1,1,20,1,10,20,0,10,0,0,0,0,3,0,0,10,0,0,3,10,1,0,1,1,1,1,0,1,1,3,1,2,3,0,2,0,0,0,0,1,0,0,1,0,0,1,1,10,2,0.37037037037037035,0.4,9,0,1,0,0,0,0,0,17,7,2,0,0,13,2,0.48148148148148145,0.4,0.25925925925925924,0.4,0,0,0.25925925925925924,0.4,0,0,0,0,0,0,0.6296296296296297,0.6296296296296297,2,2,3,3,GP,GP_C,0,NA,0,0,0,NA,0,0,1,NA,NA,0,1,NA,NA,0
12c88eac-651f-40f3-9983-2ef87e98d7c3,SDNB16,28,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,1,7,10,1,0,0,0,0,1,0,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,3,0,1,3,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.03571428571428571,0.16666666666666666,1,0,0,0,0,0,10,3,14,4,2,10,1,17,4,0.6071428571428571,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.35714285714285715,0.16666666666666666,0.5,0.5,0,0,3,1,0,0,0.9642857142857143,0.6071428571428571,1,2,5,4,GP,GP_N,0,NA,0,3,0,NA,0,1,0,NA,NA,3,0,NA,NA,1
135a868c-19ed-42be-bcf5-2734ea4ee70e,TXSE8959_B,23,3,3,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.13043478260869565,0.3333333333333333,3,0,0,0,0,0,0,0,20,10,1,0,0,10,1,0.43478260869565216,0.3333333333333333,0.43478260869565216,0.3333333333333333,0,0,0.43478260869565216,0.3333333333333333,0,0,0,0,0,0,0.8695652173913043,0.8695652173913043,1,1,2,2,East,SE,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0
137ed248-c973-4e93-ac62-ab587469da22,TXSV148,29,11,8,3,2,3,7,4,7,6,6,6,6,5,5,0,3,6,10,7,6,9,0,6,0,0,0,0,0,0,1,1,1,0,1,0,3,2,3,3,2,2,0,2,3,5,4,3,4,0,3,0,0,0,0,0,0,1,1,1,0,1,0,12,5,0.41379310344827586,0.45454545454545453,8,0,4,10,1,0,1,0,5,1,1,12,3,4,2,0.13793103448275862,0.18181818181818182,0.034482758620689655,0.09090909090909091,0.41379310344827586,0.2727272727272727,0.4482758620689655,0.36363636363636365,0,0,1,1,1,0,0.10344827586206896,0.10344827586206896,10,10,1,1,GP,GP_S,6,NA,0,1,2,NA,0,1,0,0,0,0,0,0,0,0
138aa7a2-65ea-4195-a999-9570a717cdf8,PRSE9539_B,11,2,10,0,0,0,10,1,10,10,0,0,10,10,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,CB,CB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394ae60-c81d-446a-b39c-8ac9de787aeb,KSCB27,35,7,14,0,0,0,16,3,16,10,0,0,10,10,0,0,0,0,13,0,10,13,8,0,0,0,0,0,0,0,10,7,10,3,7,7,1,0,0,1,1,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,2,1,2,1,1,1,14,2,0.4,0.2857142857142857,14,0,0,0,7,0,10,3,1,4,2,17,3,3,1,0.08571428571428572,0.14285714285714285,0.11428571428571428,0.2857142857142857,0.4857142857142857,0.42857142857142855,0.6,0.7142857142857143,0,0,3,1,0,0,0.4,0.11428571428571428,3,5,4,2,GP,GP_C,0,NA,0,10,0,NA,0,2,0,NA,NA,10,0,NA,NA,2
1398af2c-cc3a-4abf-b477-b02ebc9addf6,NDUB124,13,4,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,12,1,1,12,0,2,0,0,1,0,0,0,0,10,1,0,0,10,1,0,1,1,1,1,0,1,2,3,1,1,3,0,2,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0.07692307692307693,0.25,0,0,1,1,0,0,0,0,11,1,1,1,1,10,1,0.7692307692307693,0.25,0.07692307692307693,0.25,0.07692307692307693,0.25,0.15384615384615385,0.5,0,0,0,0,0,0,0.8461538461538461,0.7692307692307693,2,3,2,1,GP,GP_U,0,NA,0,0,0,NA,0,0,1,NA,NA,1,1,NA,NA,1
13a6ac77-e7ed-40a5-bf2b-b6a7232d2447,FLSE9521_B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,East,SE,0,0,NA,1,0,0,NA,1,0,0,NA,1,0,0,NA,1
13b9f6f1-91be-4bde-8859-e67aaea4f1ab,WIUB128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,GP,GP_U,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0
140b6ac8-65ab-45af-851a-e85eb79e3c90,TXSE9433_B,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,East,SE,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0
143f4cc6-86ae-4b19-b884-2c5af7e9f794,INNE8239_B,7,4,0,1,1,1,2,2,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,4,5,4,0,4,5,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,6,3,1,1,0.14285714285714285,0.25,0,0,0.8571428571428571,0.75,0.8571428571428571,0.75,0,0,0,0,0,0,0.2857142857142857,0.14285714285714285,2,3,2,1,East,NE,1,1,NA,5,1,1,NA,2,0,NA,NA,4,0,NA,NA,1
148a9742-88a8-4316-975b-85b164278291,MSSE8848_B,18,7,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,10,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0.6111111111111112,0.5714285714285714,1,10,0,0,0,1,0,0,6,6,2,0,0,1,1,0.05555555555555555,0.14285714285714285,0.3333333333333333,0.2857142857142857,0,0,0.3333333333333333,0.2857142857142857,1,1,0,0,0,0,0.2222222222222222,0.2222222222222222,6,6,1,1,East,SE,0,10,NA,0,0,3,NA,0,2,3,NA,0,1,2,NA,0
148fb4d9-3ea3-4067-ad5c-cd1a9203ef10,MONE9103_B,3,2,0,2,1,2,2,1,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.6666666666666666,0.5,0,0,2,0,0,0,0,0,1,1,1,0,0,1,1,0.3333333333333333,0.5,0.3333333333333333,0.5,0,0,0.3333333333333333,0.5,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,1,1,1,1,East,NE,2,2,NA,0,1,1,NA,0,2,NA,NA,1,1,NA,NA,1
14d34520-6c30-459d-abbb-06a0eb050827,ALSE9443_BO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,East,SE,0,0,NA,3,0,0,NA,1,0,0,NA,3,0,0,NA,1
14f7d48b-a0aa-492e-af06-e3382ffff0e2,LASE9447_B,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,25,3,1,1,0,0,0,0,0,0,10,1,0,0,0,0,0.6,0.6,1,1,2,2,East,SE,0,0,NA,15,0,0,NA,2,0,0,NA,15,0,0,NA,2
1529e1e0-2075-484b-8733-19dcb3bbc990,INNE8584_V,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.09090909090909091,0.5,0,1,0,0,0,0,0,0,10,0,0,0,0,10,1,0.9090909090909091,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091,0.9090909090909091,1,1,1,1,East,NE,0,0,NA,10,0,0,NA,1,0,NA,NA,0,0,NA,NA,0
15491623-e5b4-4587-b8ae-342f2d234955,NEUB117,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,1,1,1,1,6,3,0.8571428571428571,0.75,0.14285714285714285,0.25,0.14285714285714285,0.25,0.2857142857142857,0.5,0,0,5,2,0,4,0.42857142857142855,0.2857142857142857,1,2,3,2,GP,GP_U,0,NA,0,1,0,NA,0,1,0,NA,NA,1,0,NA,NA,1
154f896f-26c5-4b03-b8b6-18d1a751fafd,MSSE8848_B,11,6,1,3,1,3,4,2,4,0,0,3,0,0,0,0,0,3,1,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.18181818181818182,0.3333333333333333,1,1,0,0,0,4,3,0,2,2,2,3,1,4,1,0.36363636363636365,0.16666666666666666,0.18181818181818182,0.3333333333333333,0.2727272727272727,0.16666666666666666,0.45454545454545453,0.5,4,1,0,0,0,0,0.09090909090909091,0.09090909090909091,5,5,1,1,East,SE,3,4,NA,0,1,2,NA,0,3,4,NA,0,1,2,NA,0
15ac12b9-1a42-4394-8e01-552e7d1f31d4,MNUB6,20,7,4,1,1,1,9,5,9,2,2,3,2,2,2,0,0,2,14,13,4,14,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,0,0,1,3,3,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,6,3,0.3,0.42857142857142855,4,0,2,0,0,0,2,0,12,10,1,2,1,1,1,0.05,0.14285714285714285,0.5,0.14285714285714285,0.1,0.14285714285714285,0.6,0.2857142857142857,0,0,0,0,0,0,0.05,0.05,6,6,1,1,GP,GP_U,2,NA,0,0,1,NA,0,0,2,NA,NA,0,1,NA,NA,0
15afe533-dd97-4b8e-9c00-2f4f61ec9aea,MANE8868_BO,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,0,0,1,1,0.09090909090909091,0.5,0.9090909090909091,0.5,0,0,0.9090909090909091,0.5,0,0,0,0,0,0,1,1,0,0,2,2,East,NE,0,0,NA,1,0,0,NA,1,0,NA,NA,0,0,NA,NA,0
15b59692-4149-4d69-8007-d8447cd5a18c,MONE363_V,36,8,2,6,1,6,8,3,8,11,1,1,1,11,1,6,0,2,13,2,2,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,0,2,4,2,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0.3333333333333333,0.375,2,10,0,0,6,6,0,0,12,2,2,6,1,16,2,0.4444444444444444,0.25,0.05555555555555555,0.25,0.16666666666666666,0.125,0.2222222222222222,0.375,6,1,0,0,0,0,0.2777777777777778,0.2777777777777778,7,7,1,1,East,NE,1,2,NA,0,1,2,NA,0,0,NA,NA,0,0,NA,NA,0
15bf304d-08f2-4c06-86cf-3378c26103bf,MONE7991_B,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,10,1,0,0,10,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,1,1,1,1,East,NE,0,0,NA,10,0,0,NA,1,0,NA,NA,0,0,NA,NA,0
15c9fb44-a2ce-4ad8-a974-9793ebd30be2,TXSB21,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,2,1,0,0,10,1,0.8333333333333334,0.5,0.16666666666666666,0.5,0,0,0.16666666666666666,0.5,10,1,0,0,0,0,0.16666666666666666,0.16666666666666666,1,1,1,1,GP,GP_S,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
1601ed72-fb94-4033-88c3-ea2610d05fee,INNE8242_B,48,8,2,0,0,0,2,1,2,3,0,0,3,0,0,0,0,0,13,10,3,13,0,0,0,0,0,0,0,0,1,21,1,0,1,21,1,0,0,1,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,3,1,0,1,3,27,5,0.5625,0.625,2,12,13,0,1,0,0,0,20,0,0,1,1,20,2,0.4166666666666667,0.25,0,0,0.020833333333333332,0.125,0.020833333333333332,0.125,0,0,0,0,0,0,0.4166666666666667,0.4166666666666667,6,6,2,2,East,NE,0,10,NA,21,0,1,NA,3,0,NA,NA,1,0,NA,NA,1
16882c31-d462-4b39-a0be-83384984da17,FLSE9184_B,6,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.16666666666666666,0.3333333333333333,0,0,1,0,0,0,0,0,5,4,1,0,0,1,1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,2,2,1,1,East,SE,0,0,NA,1,0,0,NA,1,0,0,NA,1,0,0,NA,1
168e48bb-cb35-4db4-b999-22deb8424513,VANE9101_B,25,6,10,2,2,2,12,3,12,11,0,2,11,11,1,0,1,3,21,4,11,22,0,3,0,0,0,0,0,0,0,10,0,0,0,10,2,0,2,2,2,1,0,1,3,3,3,2,4,0,3,0,0,0,0,0,0,0,1,0,0,0,1,13,3,0.52,0.5,10,2,1,0,0,0,1,0,11,1,1,1,1,10,1,0.4,0.16666666666666666,0.04,0.16666666666666666,0.04,0.16666666666666666,0.08,0.3333333333333333,0,0,0,0,0,0,0.4,0.4,5,5,1,1,East,NE,2,4,NA,10,2,3,NA,1,1,NA,NA,0,1,NA,NA,0
